survey,sample_id,midpoint_date_gmt,sampleTime_UTC,latitude,longitude,chlorophyll_index
Atlantic CPR,173LG-1,1998-06-15T05:40:00Z,1998-06-15T05:40:00Z,52.245,3.6467,2
Atlantic CPR,173LG-3,1998-06-15T06:48:00Z,1998-06-15T06:48:00Z,52.54,3.9017,1
Atlantic CPR,173LG-5,1998-06-15T07:56:00Z,1998-06-15T07:56:00Z,52.8333,4.1583,2
Atlantic CPR,173LG-7,1998-06-15T09:03:00Z,1998-06-15T09:03:00Z,53.1283,4.4167,6.5
Atlantic CPR,173LG-9,1998-06-15T10:11:00Z,1998-06-15T10:11:00Z,53.4233,4.6767,6.5
Atlantic CPR,173LG-11,1998-06-15T11:20:00Z,1998-06-15T11:20:00Z,53.715,4.9467,6.5
Atlantic CPR,173LG-13,1998-06-15T12:31:00Z,1998-06-15T12:31:00Z,54.0033,5.2283,6.5
Atlantic CPR,173LG-15,1998-06-15T13:40:00Z,1998-06-15T13:40:00Z,54.2917,5.5133,6.5
Atlantic CPR,173LG-17,1998-06-15T14:51:00Z,1998-06-15T14:51:00Z,54.58,5.8,2
Atlantic CPR,173LG-19,1998-06-15T16:02:00Z,1998-06-15T16:02:00Z,54.8683,6.0883,6.5
Atlantic CPR,173LG-21,1998-06-15T17:13:00Z,1998-06-15T17:13:00Z,55.1567,6.38,6.5
Atlantic CPR,173LG-23,1998-06-15T18:23:00Z,1998-06-15T18:23:00Z,55.4467,6.6717,6.5
Atlantic CPR,173LG-25,1998-06-15T19:34:00Z,1998-06-15T19:34:00Z,55.735,6.9667,6.5
Atlantic CPR,173LG-27,1998-06-15T20:44:00Z,1998-06-15T20:44:00Z,56.0233,7.265,6.5
Atlantic CPR,173LG-29,1998-06-15T21:55:00Z,1998-06-15T21:55:00Z,56.3117,7.5633,6.5
Atlantic CPR,173LG-31,1998-06-15T23:06:00Z,1998-06-15T23:06:00Z,56.6,7.865,6.5
Atlantic CPR,173LG-33,1998-06-16T00:16:00Z,1998-06-16T00:16:00Z,56.8883,8.17,6.5
Atlantic CPR,173LG-35,1998-06-16T01:27:00Z,1998-06-16T01:27:00Z,57.1767,8.4767,6.5
Atlantic CPR,173LG-37,1998-06-16T02:16:00Z,1998-06-16T02:16:00Z,57.3483,9.0017,6.5
Atlantic CPR,173LG-39,1998-06-16T03:05:00Z,1998-06-16T03:05:00Z,57.5167,9.5333,6.5
Atlantic CPR,173LG-41,1998-06-16T04:25:00Z,1998-06-16T04:25:00Z,57.6833,10.0733,6.5
Atlantic CPR,173LG-43,1998-06-16T06:16:00Z,1998-06-16T06:16:00Z,57.7783,10.6567,6.5
Atlantic CPR,173LG-45,1998-06-16T07:30:00Z,1998-06-16T07:30:00Z,57.7067,11.26,6.5
Atlantic CPR,619V--1,1998-06-19T12:36:00Z,1998-06-19T12:36:00Z,59.23,-4.71,2
Atlantic CPR,619V--3,1998-06-19T14:02:00Z,1998-06-19T14:02:00Z,59.4,-5.2717,1
Atlantic CPR,619V--5,1998-06-19T15:27:00Z,1998-06-19T15:27:00Z,59.57,-5.835,1
Atlantic CPR,619V--7,1998-06-19T16:52:00Z,1998-06-19T16:52:00Z,59.74,-6.4017,1
Atlantic CPR,619V--9,1998-06-19T18:16:00Z,1998-06-19T18:16:00Z,59.91,-6.9717,2
Atlantic CPR,619V--11,1998-06-19T19:42:00Z,1998-06-19T19:42:00Z,60.08,-7.545,6.5
Atlantic CPR,635X--1,1998-06-19T19:48:00Z,1998-06-19T19:48:00Z,55.605,-7.5383,2
Atlantic CPR,635X--3,1998-06-19T21:02:00Z,1998-06-19T21:02:00Z,55.7883,-8.03,0
Atlantic CPR,619V--13,1998-06-19T21:07:00Z,1998-06-19T21:07:00Z,60.25,-8.12,6.5
Atlantic CPR,635X--5,1998-06-19T22:16:00Z,1998-06-19T22:16:00Z,55.9733,-8.5233,0
Atlantic CPR,619V--15,1998-06-19T22:32:00Z,1998-06-19T22:32:00Z,60.42,-8.6983,6.5
Atlantic CPR,635X--7,1998-06-19T23:30:00Z,1998-06-19T23:30:00Z,56.1583,-9.02,0
Atlantic CPR,619V--17,1998-06-19T23:57:00Z,1998-06-19T23:57:00Z,60.59,-9.28,6.5
Atlantic CPR,635X--9,1998-06-20T00:44:00Z,1998-06-20T00:44:00Z,56.3417,-9.5183,0
Atlantic CPR,619V--19,1998-06-20T01:22:00Z,1998-06-20T01:22:00Z,60.76,-9.865,6.5
Atlantic CPR,635X--11,1998-06-20T01:58:00Z,1998-06-20T01:58:00Z,56.5267,-10.02,0
Atlantic CPR,619V--21,1998-06-20T02:47:00Z,1998-06-20T02:47:00Z,60.93,-10.4517,6.5
Atlantic CPR,635X--13,1998-06-20T03:12:00Z,1998-06-20T03:12:00Z,56.7117,-10.5233,2
Atlantic CPR,619V--23,1998-06-20T04:12:00Z,1998-06-20T04:12:00Z,61.1,-11.0433,2
Atlantic CPR,635X--15,1998-06-20T04:26:00Z,1998-06-20T04:26:00Z,56.895,-11.03,0
Atlantic CPR,619V--25,1998-06-20T05:37:00Z,1998-06-20T05:37:00Z,61.27,-11.6367,2
Atlantic CPR,635X--17,1998-06-20T05:40:00Z,1998-06-20T05:40:00Z,57.08,-11.5383,0
Atlantic CPR,635X--19,1998-06-20T06:54:00Z,1998-06-20T06:54:00Z,57.265,-12.05,0
Atlantic CPR,619V--27,1998-06-20T07:02:00Z,1998-06-20T07:02:00Z,61.44,-12.2333,2
Atlantic CPR,635X--21,1998-06-20T08:08:00Z,1998-06-20T08:08:00Z,57.45,-12.5633,0
Atlantic CPR,619V--29,1998-06-20T08:27:00Z,1998-06-20T08:27:00Z,61.61,-12.835,2
Atlantic CPR,635X--23,1998-06-20T09:22:00Z,1998-06-20T09:22:00Z,57.6333,-13.08,2
Atlantic CPR,619V--31,1998-06-20T09:52:00Z,1998-06-20T09:52:00Z,61.78,-13.4383,2
Atlantic CPR,635X--25,1998-06-20T10:36:00Z,1998-06-20T10:36:00Z,57.8183,-13.5983,2
Atlantic CPR,619V--33,1998-06-20T11:18:00Z,1998-06-20T11:18:00Z,61.95,-14.045,2
Atlantic CPR,635X--27,1998-06-20T11:50:00Z,1998-06-20T11:50:00Z,58.0033,-14.12,2
Atlantic CPR,619V--35,1998-06-20T12:42:00Z,1998-06-20T12:42:00Z,62.12,-14.6567,2
Atlantic CPR,635X--29,1998-06-20T13:04:00Z,1998-06-20T13:04:00Z,58.1867,-14.645,0
Atlantic CPR,619V--37,1998-06-20T14:08:00Z,1998-06-20T14:08:00Z,62.29,-15.27,2
Atlantic CPR,635X--31,1998-06-20T14:18:00Z,1998-06-20T14:18:00Z,58.3717,-15.1717,0
Atlantic CPR,635X--33,1998-06-20T15:32:00Z,1998-06-20T15:32:00Z,58.5567,-15.7017,1
Atlantic CPR,619V--39,1998-06-20T15:33:00Z,1998-06-20T15:33:00Z,62.46,-15.8883,2
Atlantic CPR,635X--35,1998-06-20T16:46:00Z,1998-06-20T16:46:00Z,58.74,-16.2333,1
Atlantic CPR,619V--41,1998-06-20T16:58:00Z,1998-06-20T16:58:00Z,62.63,-16.5083,2
Atlantic CPR,635X--37,1998-06-20T18:00:00Z,1998-06-20T18:00:00Z,58.925,-16.77,1
Atlantic CPR,619V--43,1998-06-20T18:23:00Z,1998-06-20T18:23:00Z,62.8,-17.1333,2
Atlantic CPR,635X--39,1998-06-20T19:14:00Z,1998-06-20T19:14:00Z,59.11,-17.3083,1
Atlantic CPR,619V--45,1998-06-20T19:48:00Z,1998-06-20T19:48:00Z,62.97,-17.7617,6.5
Atlantic CPR,635X--41,1998-06-20T20:28:00Z,1998-06-20T20:28:00Z,59.2933,-17.8483,2
Atlantic CPR,216EB-43,1998-06-20T20:54:00Z,1998-06-20T20:54:00Z,39.17,-71.4533,1
Atlantic CPR,635X--43,1998-06-20T21:42:00Z,1998-06-20T21:42:00Z,59.4783,-18.3933,2
Atlantic CPR,216EB-41,1998-06-20T22:19:00Z,1998-06-20T22:19:00Z,39.3433,-71.0867,1
Atlantic CPR,216EB-39,1998-06-20T23:44:00Z,1998-06-20T23:44:00Z,39.515,-70.7183,0
Atlantic CPR,71FA-1,1998-06-21T00:06:00Z,1998-06-21T00:06:00Z,59.8067,-19.4183,1
Atlantic CPR,216EB-37,1998-06-21T01:10:00Z,1998-06-21T01:10:00Z,39.6867,-70.35,0
Atlantic CPR,71FA-3,1998-06-21T01:46:00Z,1998-06-21T01:46:00Z,59.99,-19.9717,2
Atlantic CPR,216EB-35,1998-06-21T02:34:00Z,1998-06-21T02:34:00Z,39.86,-69.98,0
Atlantic CPR,71FA-5,1998-06-21T02:59:00Z,1998-06-21T02:59:00Z,60,-20.6317,2
Atlantic CPR,216EB-33,1998-06-21T04:00:00Z,1998-06-21T04:00:00Z,40.0317,-69.61,0
Atlantic CPR,71FA-7,1998-06-21T04:11:00Z,1998-06-21T04:11:00Z,60,-21.2983,2
Atlantic CPR,71FA-9,1998-06-21T05:21:00Z,1998-06-21T05:21:00Z,60,-21.9633,2
Atlantic CPR,216EB-31,1998-06-21T05:25:00Z,1998-06-21T05:25:00Z,40.2033,-69.2383,1
Atlantic CPR,71FA-11,1998-06-21T06:33:00Z,1998-06-21T06:33:00Z,60,-22.6283,2
Atlantic CPR,216EB-29,1998-06-21T06:50:00Z,1998-06-21T06:50:00Z,40.3767,-68.865,1
Atlantic CPR,71FA-13,1998-06-21T07:44:00Z,1998-06-21T07:44:00Z,60,-23.295,2
Atlantic CPR,216EB-27,1998-06-21T08:15:00Z,1998-06-21T08:15:00Z,40.5483,-68.4917,1
Atlantic CPR,71FA-15,1998-06-21T08:55:00Z,1998-06-21T08:55:00Z,60,-23.96,2
Atlantic CPR,216EB-25,1998-06-21T09:41:00Z,1998-06-21T09:41:00Z,40.72,-68.1167,1
Atlantic CPR,71FA-17,1998-06-21T10:06:00Z,1998-06-21T10:06:00Z,60,-24.625,1
Atlantic CPR,216EB-23,1998-06-21T11:05:00Z,1998-06-21T11:05:00Z,40.8933,-67.7417,1
Atlantic CPR,71FA-19,1998-06-21T11:18:00Z,1998-06-21T11:18:00Z,60,-25.2917,1
Atlantic CPR,71FA-21,1998-06-21T12:28:00Z,1998-06-21T12:28:00Z,60,-25.9567,1
Atlantic CPR,216EB-21,1998-06-21T12:31:00Z,1998-06-21T12:31:00Z,41.065,-67.365,1
Atlantic CPR,71FA-23,1998-06-21T13:40:00Z,1998-06-21T13:40:00Z,60,-26.6217,1
Atlantic CPR,216EB-19,1998-06-21T13:56:00Z,1998-06-21T13:56:00Z,41.2367,-66.9867,1
Atlantic CPR,71FA-25,1998-06-21T14:51:00Z,1998-06-21T14:51:00Z,60,-27.2883,1
Atlantic CPR,216EB-17,1998-06-21T15:22:00Z,1998-06-21T15:22:00Z,41.4083,-66.6083,1
Atlantic CPR,71FA-27,1998-06-21T16:01:00Z,1998-06-21T16:01:00Z,60,-27.9533,1
Atlantic CPR,216EB-15,1998-06-21T16:46:00Z,1998-06-21T16:46:00Z,41.5817,-66.2283,0
Atlantic CPR,71FA-29,1998-06-21T17:13:00Z,1998-06-21T17:13:00Z,60,-28.6183,1
Atlantic CPR,216EB-13,1998-06-21T18:12:00Z,1998-06-21T18:12:00Z,41.7533,-65.8483,0
Atlantic CPR,71FA-31,1998-06-21T18:24:00Z,1998-06-21T18:24:00Z,60,-29.285,1
Atlantic CPR,71FA-33,1998-06-21T19:35:00Z,1998-06-21T19:35:00Z,60,-29.95,1
Atlantic CPR,216EB-11,1998-06-21T19:37:00Z,1998-06-21T19:37:00Z,41.925,-65.4667,0
Atlantic CPR,71FA-35,1998-06-21T20:46:00Z,1998-06-21T20:46:00Z,60,-30.615,1
Atlantic CPR,216EB-9,1998-06-21T21:03:00Z,1998-06-21T21:03:00Z,42.0983,-65.0833,0
Atlantic CPR,71FA-37,1998-06-21T21:58:00Z,1998-06-21T21:58:00Z,60,-31.2817,1
Atlantic CPR,216EB-7,1998-06-21T22:27:00Z,1998-06-21T22:27:00Z,42.27,-64.7,0
Atlantic CPR,71FA-39,1998-06-21T23:08:00Z,1998-06-21T23:08:00Z,60,-31.9467,2
Atlantic CPR,216EB-5,1998-06-21T23:53:00Z,1998-06-21T23:53:00Z,42.4417,-64.315,0
Atlantic CPR,71FA-41,1998-06-22T00:20:00Z,1998-06-22T00:20:00Z,60,-32.6117,2
Atlantic CPR,216EB-3,1998-06-22T01:18:00Z,1998-06-22T01:18:00Z,42.615,-63.93,0
Atlantic CPR,71FA-43,1998-06-22T01:31:00Z,1998-06-22T01:31:00Z,60,-33.2783,2
Atlantic CPR,216EB-1,1998-06-22T02:44:00Z,1998-06-22T02:44:00Z,42.7867,-63.5417,0
Atlantic CPR,216EA-45,1998-06-22T03:58:00Z,1998-06-22T03:58:00Z,42.93,-63.21,1
Atlantic CPR,216EA-43,1998-06-22T05:24:00Z,1998-06-22T05:24:00Z,43.105,-62.8233,0
Atlantic CPR,216EA-41,1998-06-22T06:49:00Z,1998-06-22T06:49:00Z,43.2817,-62.4367,0
Atlantic CPR,216EA-39,1998-06-22T08:15:00Z,1998-06-22T08:15:00Z,43.4567,-62.05,0
Atlantic CPR,216EA-37,1998-06-22T09:40:00Z,1998-06-22T09:40:00Z,43.6333,-61.66,0
Atlantic CPR,216EA-35,1998-06-22T11:07:00Z,1998-06-22T11:07:00Z,43.8083,-61.27,0
Atlantic CPR,216EA-33,1998-06-22T12:32:00Z,1998-06-22T12:32:00Z,43.985,-60.8783,1
Atlantic CPR,216EA-31,1998-06-22T13:57:00Z,1998-06-22T13:57:00Z,44.1617,-60.485,1
Atlantic CPR,216EA-29,1998-06-22T15:23:00Z,1998-06-22T15:23:00Z,44.3367,-60.0917,0
Atlantic CPR,216EA-27,1998-06-22T16:48:00Z,1998-06-22T16:48:00Z,44.5133,-59.6967,0
Atlantic CPR,216EA-25,1998-06-22T18:15:00Z,1998-06-22T18:15:00Z,44.6883,-59.3,0
Atlantic CPR,216EA-23,1998-06-22T19:40:00Z,1998-06-22T19:40:00Z,44.865,-58.9033,0
Atlantic CPR,216EA-21,1998-06-22T21:06:00Z,1998-06-22T21:06:00Z,45.0417,-58.505,0
Atlantic CPR,216EA-19,1998-06-22T22:31:00Z,1998-06-22T22:31:00Z,45.2167,-58.105,0
Atlantic CPR,216EA-17,1998-06-22T23:57:00Z,1998-06-22T23:57:00Z,45.3933,-57.7033,0
Atlantic CPR,216EA-15,1998-06-23T01:23:00Z,1998-06-23T01:23:00Z,45.5683,-57.3,0
Atlantic CPR,216EA-13,1998-06-23T02:48:00Z,1998-06-23T02:48:00Z,45.745,-56.8967,0
Atlantic CPR,216EA-11,1998-06-23T04:13:00Z,1998-06-23T04:13:00Z,45.92,-56.4917,0
Atlantic CPR,216EA-9,1998-06-23T05:39:00Z,1998-06-23T05:39:00Z,46.0967,-56.085,0
Atlantic CPR,216EA-5,1998-06-23T08:31:00Z,1998-06-23T08:31:00Z,46.4483,-55.27,0
Atlantic CPR,216EA-3,1998-06-23T09:56:00Z,1998-06-23T09:56:00Z,46.625,-54.8583,0
Atlantic CPR,216EA-1,1998-06-23T11:07:00Z,1998-06-23T11:07:00Z,46.8617,-54.5317,0
Atlantic CPR,411R--1,1998-06-25T06:44:00Z,1998-06-25T06:44:00Z,52.0433,1.835,2
Atlantic CPR,411R--2,1998-06-25T07:23:00Z,1998-06-25T07:23:00Z,52.0567,2.1033,2
Atlantic CPR,411R--3,1998-06-25T08:03:00Z,1998-06-25T08:03:00Z,52.07,2.3733,2
Atlantic CPR,411R--4,1998-06-25T08:42:00Z,1998-06-25T08:42:00Z,52.085,2.6417,2
Atlantic CPR,411R--5,1998-06-25T09:21:00Z,1998-06-25T09:21:00Z,52.0983,2.9117,2
Atlantic CPR,411R--6,1998-06-25T10:00:00Z,1998-06-25T10:00:00Z,52.1117,3.1817,6.5
Atlantic CPR,411R--7,1998-06-25T10:39:00Z,1998-06-25T10:39:00Z,52.125,3.4517,6.5
Atlantic CPR,411R--8,1998-06-25T11:18:00Z,1998-06-25T11:18:00Z,52.1383,3.7217,6.5
Atlantic CPR,427ZC-43,1998-06-25T14:51:00Z,1998-06-25T14:51:00Z,47.0883,-52.3833,0
Atlantic CPR,427ZC-41,1998-06-25T16:22:00Z,1998-06-25T16:22:00Z,47.3267,-52.0417,0
Atlantic CPR,427ZC-39,1998-06-25T17:51:00Z,1998-06-25T17:51:00Z,47.5667,-51.7,0
Atlantic CPR,427ZC-37,1998-06-25T19:21:00Z,1998-06-25T19:21:00Z,47.805,-51.3567,0
Atlantic CPR,427ZC-35,1998-06-25T20:51:00Z,1998-06-25T20:51:00Z,48.045,-51.01,0
Atlantic CPR,427ZC-33,1998-06-25T22:21:00Z,1998-06-25T22:21:00Z,48.2833,-50.6633,1
Atlantic CPR,427ZC-31,1998-06-25T23:51:00Z,1998-06-25T23:51:00Z,48.5233,-50.315,1
Atlantic CPR,427ZC-29,1998-06-26T01:20:00Z,1998-06-26T01:20:00Z,48.7617,-49.965,1
Atlantic CPR,427ZC-27,1998-06-26T02:51:00Z,1998-06-26T02:51:00Z,49.0017,-49.6133,1
Atlantic CPR,427ZC-25,1998-06-26T04:21:00Z,1998-06-26T04:21:00Z,49.24,-49.26,1
Atlantic CPR,427ZC-23,1998-06-26T05:50:00Z,1998-06-26T05:50:00Z,49.48,-48.9033,0
Atlantic CPR,427ZC-21,1998-06-26T07:20:00Z,1998-06-26T07:20:00Z,49.7183,-48.5467,0
Atlantic CPR,427ZC-19,1998-06-26T08:50:00Z,1998-06-26T08:50:00Z,49.9583,-48.1883,1
Atlantic CPR,427ZC-17,1998-06-26T10:20:00Z,1998-06-26T10:20:00Z,50.1967,-47.8267,1
Atlantic CPR,427ZC-15,1998-06-26T11:49:00Z,1998-06-26T11:49:00Z,50.4367,-47.465,1
Atlantic CPR,427ZC-13,1998-06-26T13:20:00Z,1998-06-26T13:20:00Z,50.675,-47.1,1
Atlantic CPR,427ZC-11,1998-06-26T14:49:00Z,1998-06-26T14:49:00Z,50.915,-46.7333,1
Atlantic CPR,427ZC-9,1998-06-26T16:20:00Z,1998-06-26T16:20:00Z,51.155,-46.365,2
Atlantic CPR,427ZC-7,1998-06-26T17:49:00Z,1998-06-26T17:49:00Z,51.3933,-45.995,2
Atlantic CPR,427ZC-5,1998-06-26T19:19:00Z,1998-06-26T19:19:00Z,51.6333,-45.6233,2
Atlantic CPR,427ZC-3,1998-06-26T20:50:00Z,1998-06-26T20:50:00Z,51.8717,-45.25,2
Atlantic CPR,427ZC-1,1998-06-26T22:19:00Z,1998-06-26T22:19:00Z,52.1117,-44.8733,2
Atlantic CPR,142IB-1,1998-06-26T23:32:00Z,1998-06-26T23:32:00Z,53.525,-5.465,2
Atlantic CPR,427ZB-43,1998-06-27T00:49:00Z,1998-06-27T00:49:00Z,52.5167,-44.2483,1
Atlantic CPR,142IB-3,1998-06-27T00:59:00Z,1998-06-27T00:59:00Z,53.1967,-5.55,0
Atlantic CPR,427ZB-41,1998-06-27T02:18:00Z,1998-06-27T02:18:00Z,52.7567,-43.87,1
Atlantic CPR,142IB-5,1998-06-27T02:26:00Z,1998-06-27T02:26:00Z,52.8667,-5.6333,0
Atlantic CPR,427ZB-39,1998-06-27T03:46:00Z,1998-06-27T03:46:00Z,52.9983,-43.49,1
Atlantic CPR,142IB-7,1998-06-27T03:53:00Z,1998-06-27T03:53:00Z,52.5367,-5.7167,2
Atlantic CPR,427ZB-37,1998-06-27T05:15:00Z,1998-06-27T05:15:00Z,53.2383,-43.1067,1
Atlantic CPR,142IB-9,1998-06-27T05:20:00Z,1998-06-27T05:20:00Z,52.2067,-5.7983,1
Atlantic CPR,427ZB-35,1998-06-27T06:43:00Z,1998-06-27T06:43:00Z,53.48,-42.7217,0
Atlantic CPR,142IB-11,1998-06-27T06:47:00Z,1998-06-27T06:47:00Z,51.8783,-5.88,0
Atlantic CPR,427ZB-33,1998-06-27T08:12:00Z,1998-06-27T08:12:00Z,53.7217,-42.335,0
Atlantic CPR,142IB-13,1998-06-27T08:33:00Z,1998-06-27T08:33:00Z,51.5567,-6,0
Atlantic CPR,427ZB-31,1998-06-27T09:40:00Z,1998-06-27T09:40:00Z,53.9617,-41.945,0
Atlantic CPR,142IB-15,1998-06-27T10:13:00Z,1998-06-27T10:13:00Z,51.2233,-6,2
Atlantic CPR,427ZB-29,1998-06-27T11:09:00Z,1998-06-27T11:09:00Z,54.2033,-41.5533,0
Atlantic CPR,142IB-17,1998-06-27T11:52:00Z,1998-06-27T11:52:00Z,50.89,-6,1
Atlantic CPR,427ZB-27,1998-06-27T12:37:00Z,1998-06-27T12:37:00Z,54.4433,-41.16,0
Atlantic CPR,427ZB-25,1998-06-27T14:07:00Z,1998-06-27T14:07:00Z,54.685,-40.7633,0
Atlantic CPR,427ZB-23,1998-06-27T15:35:00Z,1998-06-27T15:35:00Z,54.925,-40.365,0
Atlantic CPR,427ZB-21,1998-06-27T17:03:00Z,1998-06-27T17:03:00Z,55.1667,-39.9633,1
Atlantic CPR,427ZB-19,1998-06-27T18:32:00Z,1998-06-27T18:32:00Z,55.4083,-39.56,1
Atlantic CPR,427ZB-17,1998-06-27T20:00:00Z,1998-06-27T20:00:00Z,55.6483,-39.1533,0
Atlantic CPR,427ZB-15,1998-06-27T21:28:00Z,1998-06-27T21:28:00Z,55.89,-38.745,0
Atlantic CPR,427ZB-13,1998-06-27T22:57:00Z,1998-06-27T22:57:00Z,56.13,-38.3333,0
Atlantic CPR,427ZB-11,1998-06-28T00:26:00Z,1998-06-28T00:26:00Z,56.3717,-37.92,0
Atlantic CPR,427ZB-9,1998-06-28T01:55:00Z,1998-06-28T01:55:00Z,56.6117,-37.5033,0
Atlantic CPR,427ZB-7,1998-06-28T03:23:00Z,1998-06-28T03:23:00Z,56.8533,-37.085,1
Atlantic CPR,427ZB-5,1998-06-28T04:51:00Z,1998-06-28T04:51:00Z,57.095,-36.6633,1
Atlantic CPR,427ZB-3,1998-06-28T06:19:00Z,1998-06-28T06:19:00Z,57.335,-36.2383,1
Atlantic CPR,427ZB-1,1998-06-28T07:49:00Z,1998-06-28T07:49:00Z,57.5767,-35.8117,1
Atlantic CPR,427Z--43,1998-06-28T09:59:00Z,1998-06-28T09:59:00Z,57.94,-35.1667,0
Atlantic CPR,427Z--41,1998-06-28T11:25:00Z,1998-06-28T11:25:00Z,58.1783,-34.7283,0
Atlantic CPR,427Z--39,1998-06-28T12:51:00Z,1998-06-28T12:51:00Z,58.4183,-34.2867,0
Atlantic CPR,427Z--37,1998-06-28T14:17:00Z,1998-06-28T14:17:00Z,58.6567,-33.8417,0
Atlantic CPR,427Z--35,1998-06-28T15:42:00Z,1998-06-28T15:42:00Z,58.895,-33.395,1
Atlantic CPR,427Z--33,1998-06-28T17:08:00Z,1998-06-28T17:08:00Z,59.135,-32.9433,1
Atlantic CPR,427Z--31,1998-06-28T18:33:00Z,1998-06-28T18:33:00Z,59.3733,-32.49,1
Atlantic CPR,427Z--29,1998-06-28T20:00:00Z,1998-06-28T20:00:00Z,59.6117,-32.0333,1
Atlantic CPR,427Z--27,1998-06-28T21:25:00Z,1998-06-28T21:25:00Z,59.8517,-31.5733,1
Atlantic CPR,427Z--25,1998-06-28T22:51:00Z,1998-06-28T22:51:00Z,60.09,-31.1083,1
Atlantic CPR,459SB-1,1998-06-28T23:34:00Z,1998-06-28T23:34:00Z,43.7117,-8.665,0
Atlantic CPR,427Z--23,1998-06-29T00:17:00Z,1998-06-29T00:17:00Z,60.33,-30.6417,1
Atlantic CPR,459SB-3,1998-06-29T01:05:00Z,1998-06-29T01:05:00Z,43.6117,-9.1033,0
Atlantic CPR,427Z--21,1998-06-29T01:42:00Z,1998-06-29T01:42:00Z,60.5683,-30.1717,1
Atlantic CPR,459SB-5,1998-06-29T02:36:00Z,1998-06-29T02:36:00Z,43.51,-9.54,0
Atlantic CPR,427Z--19,1998-06-29T03:08:00Z,1998-06-29T03:08:00Z,60.8067,-29.6983,1
Atlantic CPR,459SB-6,1998-06-29T03:22:00Z,1998-06-29T03:22:00Z,43.46,-9.7583,0
Atlantic CPR,459SB-7,1998-06-29T04:07:00Z,1998-06-29T04:07:00Z,43.3267,-9.8833,0
Atlantic CPR,427Z--17,1998-06-29T04:33:00Z,1998-06-29T04:33:00Z,61.0467,-29.22,1
Atlantic CPR,459SB-8,1998-06-29T04:51:00Z,1998-06-29T04:51:00Z,43.1667,-9.9333,0
Atlantic CPR,459SB-9,1998-06-29T05:34:00Z,1998-06-29T05:34:00Z,43,-9.9333,0
Atlantic CPR,427Z--15,1998-06-29T05:59:00Z,1998-06-29T05:59:00Z,61.285,-28.7383,1
Atlantic CPR,459SB-10,1998-06-29T06:18:00Z,1998-06-29T06:18:00Z,42.8367,-9.9133,0
Atlantic CPR,459SB-11,1998-06-29T07:04:00Z,1998-06-29T07:04:00Z,42.69,-9.8083,0
Atlantic CPR,427Z--13,1998-06-29T07:26:00Z,1998-06-29T07:26:00Z,61.5233,-28.2533,1
Atlantic CPR,459SB-12,1998-06-29T07:48:00Z,1998-06-29T07:48:00Z,42.5417,-9.7033,0
Atlantic CPR,459SB-13,1998-06-29T08:33:00Z,1998-06-29T08:33:00Z,42.3933,-9.6,0
Atlantic CPR,427Z--11,1998-06-29T08:51:00Z,1998-06-29T08:51:00Z,61.7633,-27.765,1
Atlantic CPR,459SB-14,1998-06-29T09:17:00Z,1998-06-29T09:17:00Z,42.2467,-9.4967,1
Atlantic CPR,459SB-15,1998-06-29T10:02:00Z,1998-06-29T10:02:00Z,42.0983,-9.3933,2
Atlantic CPR,427Z--9,1998-06-29T10:17:00Z,1998-06-29T10:17:00Z,62.0017,-27.2733,1
Atlantic CPR,459SB-16,1998-06-29T10:48:00Z,1998-06-29T10:48:00Z,41.95,-9.29,2
Atlantic CPR,459SB-17,1998-06-29T11:32:00Z,1998-06-29T11:32:00Z,41.8017,-9.1867,2
Atlantic CPR,427Z--7,1998-06-29T11:43:00Z,1998-06-29T11:43:00Z,62.2417,-26.7767,0
Atlantic CPR,459SB-18,1998-06-29T12:17:00Z,1998-06-29T12:17:00Z,41.655,-9.0833,6.5
Atlantic CPR,459SB-19,1998-06-29T13:01:00Z,1998-06-29T13:01:00Z,41.5067,-8.9817,6.5
Atlantic CPR,427Z--5,1998-06-29T13:08:00Z,1998-06-29T13:08:00Z,62.48,-26.2767,1
Atlantic CPR,427Z--3,1998-06-29T14:34:00Z,1998-06-29T14:34:00Z,62.7183,-25.7717,0
Atlantic CPR,427Z--1,1998-06-29T16:00:00Z,1998-06-29T16:00:00Z,62.9583,-25.2633,0
Atlantic CPR,459SB-21,1998-06-30T00:02:00Z,1998-06-30T00:02:00Z,41.0067,-8.7983,1
Atlantic CPR,459SB-23,1998-06-30T01:26:00Z,1998-06-30T01:26:00Z,40.7167,-9.0133,1
Atlantic CPR,459SB-25,1998-06-30T02:50:00Z,1998-06-30T02:50:00Z,40.425,-9.2267,1
Atlantic CPR,459SB-27,1998-06-30T04:15:00Z,1998-06-30T04:15:00Z,40.135,-9.4383,1
Atlantic CPR,459SB-29,1998-06-30T05:39:00Z,1998-06-30T05:39:00Z,39.8433,-9.65,0
Atlantic CPR,459SB-31,1998-06-30T07:04:00Z,1998-06-30T07:04:00Z,39.5533,-9.8617,0
Atlantic CPR,459SB-33,1998-06-30T08:32:00Z,1998-06-30T08:32:00Z,39.2267,-9.9,1
Atlantic CPR,459SB-35,1998-06-30T10:00:00Z,1998-06-30T10:00:00Z,38.8933,-9.9,1
Atlantic CPR,416LR-21,1998-07-08T07:00:00Z,1998-07-08T07:00:00Z,53.9067,0.1,1
Atlantic CPR,416LR-19,1998-07-08T08:25:00Z,1998-07-08T08:25:00Z,54.2267,-0.06,1
