survey,sample_id,midpoint_date_gmt,sampleTime_UTC,latitude,longitude,chlorophyll_index
Atlantic CPR,142HE-27,1997-09-06T13:00:00Z,1997-09-06T13:00:00Z,54.0333,7.705,6.5
Atlantic CPR,142HE-25,1997-09-06T14:25:00Z,1997-09-06T14:25:00Z,54.0067,7.1433,6.5
Atlantic CPR,142HE-23,1997-09-06T15:48:00Z,1997-09-06T15:48:00Z,54.0217,6.5783,6.5
Atlantic CPR,142HE-21,1997-09-06T17:11:00Z,1997-09-06T17:11:00Z,54.0367,6.0133,6.5
Atlantic CPR,142HE-19,1997-09-06T18:36:00Z,1997-09-06T18:36:00Z,54.0517,5.4467,2
Atlantic CPR,534C--33,1997-09-06T19:07:00Z,1997-09-06T19:07:00Z,57.235,8.7083,6.5
Atlantic CPR,142HE-17,1997-09-06T19:59:00Z,1997-09-06T19:59:00Z,54.0667,4.875,2
Atlantic CPR,534C--31,1997-09-06T20:16:00Z,1997-09-06T20:16:00Z,57.0317,8.2217,6.5
Atlantic CPR,534C--29,1997-09-06T21:26:00Z,1997-09-06T21:26:00Z,56.83,7.7367,6.5
Atlantic CPR,142HE-15,1997-09-06T21:30:00Z,1997-09-06T21:30:00Z,54.0317,4.31,2
Atlantic CPR,534C--27,1997-09-06T22:35:00Z,1997-09-06T22:35:00Z,56.6267,7.255,6.5
Atlantic CPR,142HE-13,1997-09-06T23:01:00Z,1997-09-06T23:01:00Z,53.995,3.7467,2
Atlantic CPR,534C--25,1997-09-06T23:44:00Z,1997-09-06T23:44:00Z,56.425,6.7767,2
Atlantic CPR,142HE-11,1997-09-07T00:31:00Z,1997-09-07T00:31:00Z,53.9533,3.1833,2
Atlantic CPR,534C--23,1997-09-07T00:54:00Z,1997-09-07T00:54:00Z,56.2217,6.3,1
Atlantic CPR,142HE-9,1997-09-07T01:52:00Z,1997-09-07T01:52:00Z,53.88,2.6333,2
Atlantic CPR,534C--21,1997-09-07T02:04:00Z,1997-09-07T02:04:00Z,56.02,5.8267,1
Atlantic CPR,534C--19,1997-09-07T03:13:00Z,1997-09-07T03:13:00Z,55.8167,5.355,1
Atlantic CPR,142HE-7,1997-09-07T03:14:00Z,1997-09-07T03:14:00Z,53.8067,2.0833,2
Atlantic CPR,534C--17,1997-09-07T04:23:00Z,1997-09-07T04:23:00Z,55.6133,4.8867,2
Atlantic CPR,142HE-5,1997-09-07T04:36:00Z,1997-09-07T04:36:00Z,53.735,1.5333,2
Atlantic CPR,133IB-35,1997-09-07T04:58:00Z,1997-09-07T04:58:00Z,46.215,-8.4183,0
Atlantic CPR,534C--15,1997-09-07T05:33:00Z,1997-09-07T05:33:00Z,55.4117,4.42,2
Atlantic CPR,142HE-3,1997-09-07T05:58:00Z,1997-09-07T05:58:00Z,53.665,0.98,2
Atlantic CPR,133IB-33,1997-09-07T06:25:00Z,1997-09-07T06:25:00Z,46.5333,-8.2733,0
Atlantic CPR,534C--13,1997-09-07T06:42:00Z,1997-09-07T06:42:00Z,55.2083,3.955,1
Atlantic CPR,142HE-1,1997-09-07T07:18:00Z,1997-09-07T07:18:00Z,53.5833,0.435,1
Atlantic CPR,133IB-31,1997-09-07T07:51:00Z,1997-09-07T07:51:00Z,46.8517,-8.1283,1
Atlantic CPR,534C--11,1997-09-07T07:52:00Z,1997-09-07T07:52:00Z,55.0067,3.4933,2
Atlantic CPR,534C--9,1997-09-07T09:01:00Z,1997-09-07T09:01:00Z,54.8033,3.035,1
Atlantic CPR,133IB-29,1997-09-07T09:18:00Z,1997-09-07T09:18:00Z,47.1683,-7.9817,0
Atlantic CPR,534C--7,1997-09-07T10:10:00Z,1997-09-07T10:10:00Z,54.6017,2.5783,1
Atlantic CPR,133IB-27,1997-09-07T10:45:00Z,1997-09-07T10:45:00Z,47.4867,-7.8333,1
Atlantic CPR,534C--5,1997-09-07T11:20:00Z,1997-09-07T11:20:00Z,54.3983,2.1233,2
Atlantic CPR,133IB-25,1997-09-07T12:11:00Z,1997-09-07T12:11:00Z,47.805,-7.685,0
Atlantic CPR,534C--3,1997-09-07T12:30:00Z,1997-09-07T12:30:00Z,54.1967,1.67,2
Atlantic CPR,133IB-23,1997-09-07T13:38:00Z,1997-09-07T13:38:00Z,48.1217,-7.535,0
Atlantic CPR,534C--1,1997-09-07T13:40:00Z,1997-09-07T13:40:00Z,53.9933,1.22,1
Atlantic CPR,133IB-21,1997-09-07T15:04:00Z,1997-09-07T15:04:00Z,48.44,-7.385,0
Atlantic CPR,133IB-19,1997-09-07T16:31:00Z,1997-09-07T16:31:00Z,48.7583,-7.2333,0
Atlantic CPR,133IB-17,1997-09-07T17:58:00Z,1997-09-07T17:58:00Z,49.0767,-7.0817,0
Atlantic CPR,584A--15,1997-09-07T18:36:00Z,1997-09-07T18:36:00Z,59.8,-1.16,1
Atlantic CPR,133IB-15,1997-09-07T19:24:00Z,1997-09-07T19:24:00Z,49.3933,-6.9283,0
Atlantic CPR,584A--13,1997-09-07T20:00:00Z,1997-09-07T20:00:00Z,59.47,-1.2317,1
Atlantic CPR,133IB-13,1997-09-07T20:51:00Z,1997-09-07T20:51:00Z,49.7117,-6.7733,1
Atlantic CPR,584A--11,1997-09-07T21:26:00Z,1997-09-07T21:26:00Z,59.1383,-1.3033,1
Atlantic CPR,133IB-11,1997-09-07T22:22:00Z,1997-09-07T22:22:00Z,50.03,-6.62,1
Atlantic CPR,584A--9,1997-09-07T22:51:00Z,1997-09-07T22:51:00Z,58.8067,-1.3733,1
Atlantic CPR,584A--7,1997-09-08T00:16:00Z,1997-09-08T00:16:00Z,58.475,-1.4417,1
Atlantic CPR,133IB-9,1997-09-08T00:32:00Z,1997-09-08T00:32:00Z,50.3517,-6.4817,0
Atlantic CPR,584A--5,1997-09-08T01:42:00Z,1997-09-08T01:42:00Z,58.1433,-1.5117,1
Atlantic CPR,133IB-7,1997-09-08T02:42:00Z,1997-09-08T02:42:00Z,50.6717,-6.3417,0
Atlantic CPR,584A--3,1997-09-08T03:07:00Z,1997-09-08T03:07:00Z,57.8117,-1.58,1
Atlantic CPR,584A--1,1997-09-08T04:32:00Z,1997-09-08T04:32:00Z,57.4817,-1.6467,1
Atlantic CPR,133IB-5,1997-09-08T04:52:00Z,1997-09-08T04:52:00Z,50.9933,-6.2017,0
Atlantic CPR,133IB-3,1997-09-08T07:03:00Z,1997-09-08T07:03:00Z,51.315,-6.06,1
Atlantic CPR,133IB-1,1997-09-08T09:13:00Z,1997-09-08T09:13:00Z,51.6367,-5.9183,0
Atlantic CPR,165LG-1,1997-09-09T09:03:00Z,1997-09-09T09:03:00Z,52.2333,3.6267,6.5
Atlantic CPR,165LG-3,1997-09-09T10:27:00Z,1997-09-09T10:27:00Z,52.5217,3.9,6.5
Atlantic CPR,165LG-5,1997-09-09T11:51:00Z,1997-09-09T11:51:00Z,52.81,4.175,6.5
Atlantic CPR,165LG-7,1997-09-09T13:16:00Z,1997-09-09T13:16:00Z,53.0983,4.4517,6.5
Atlantic CPR,165LG-9,1997-09-09T14:56:00Z,1997-09-09T14:56:00Z,53.4,4.6867,6.5
Atlantic CPR,165LG-11,1997-09-09T16:41:00Z,1997-09-09T16:41:00Z,53.7,4.9267,6.5
Atlantic CPR,165LG-13,1997-09-09T18:20:00Z,1997-09-09T18:20:00Z,53.99,5.205,2
Atlantic CPR,165LG-15,1997-09-09T19:59:00Z,1997-09-09T19:59:00Z,54.28,5.4833,2
Atlantic CPR,165LG-17,1997-09-09T21:37:00Z,1997-09-09T21:37:00Z,54.5717,5.7633,2
Atlantic CPR,165LG-19,1997-09-09T23:16:00Z,1997-09-09T23:16:00Z,54.8617,6.0467,2
Atlantic CPR,165LG-21,1997-09-10T00:55:00Z,1997-09-10T00:55:00Z,55.1517,6.3317,2
Atlantic CPR,165LG-23,1997-09-10T02:35:00Z,1997-09-10T02:35:00Z,55.4417,6.6183,2
Atlantic CPR,165LG-25,1997-09-10T04:14:00Z,1997-09-10T04:14:00Z,55.7317,6.9083,2
Atlantic CPR,165LG-27,1997-09-10T05:53:00Z,1997-09-10T05:53:00Z,56.0233,7.2,2
Atlantic CPR,165LG-29,1997-09-10T07:32:00Z,1997-09-10T07:32:00Z,56.3133,7.4933,2
Atlantic CPR,165LG-31,1997-09-10T09:11:00Z,1997-09-10T09:11:00Z,56.6033,7.7883,2
Atlantic CPR,165LG-33,1997-09-10T10:50:00Z,1997-09-10T10:50:00Z,56.8933,8.0867,2
Atlantic CPR,165LG-35,1997-09-10T12:25:00Z,1997-09-10T12:25:00Z,57.1533,8.4483,2
Atlantic CPR,165LG-37,1997-09-10T13:47:00Z,1997-09-10T13:47:00Z,57.335,8.9633,2
Atlantic CPR,165LG-39,1997-09-10T15:09:00Z,1997-09-10T15:09:00Z,57.5167,9.48,2
Atlantic CPR,165LG-41,1997-09-10T16:25:00Z,1997-09-10T16:25:00Z,57.6667,10.0317,2
Atlantic CPR,165LG-43,1997-09-10T17:39:00Z,1997-09-10T17:39:00Z,57.7667,10.62,2
Atlantic CPR,452SA-49,1997-09-10T18:32:00Z,1997-09-10T18:32:00Z,43.7183,-3.2417,1
Atlantic CPR,165LG-45,1997-09-10T18:52:00Z,1997-09-10T18:52:00Z,57.675,11.215,2
Atlantic CPR,452SA-47,1997-09-10T19:56:00Z,1997-09-10T19:56:00Z,44.0333,-3.3933,0
Atlantic CPR,452SA-45,1997-09-10T21:19:00Z,1997-09-10T21:19:00Z,44.3483,-3.5433,0
Atlantic CPR,452SA-43,1997-09-10T22:42:00Z,1997-09-10T22:42:00Z,44.6633,-3.6967,0
Atlantic CPR,452SA-41,1997-09-11T00:05:00Z,1997-09-11T00:05:00Z,44.9783,-3.85,1
Atlantic CPR,452SA-39,1997-09-11T01:29:00Z,1997-09-11T01:29:00Z,45.2933,-4.0033,1
Atlantic CPR,452SA-37,1997-09-11T02:51:00Z,1997-09-11T02:51:00Z,45.6083,-4.1583,1
Atlantic CPR,452SA-35,1997-09-11T04:15:00Z,1997-09-11T04:15:00Z,45.9233,-4.3133,1
Atlantic CPR,452SA-33,1997-09-11T05:37:00Z,1997-09-11T05:37:00Z,46.2383,-4.47,1
Atlantic CPR,452SA-31,1997-09-11T07:01:00Z,1997-09-11T07:01:00Z,46.5533,-4.6283,1
Atlantic CPR,452SA-29,1997-09-11T08:24:00Z,1997-09-11T08:24:00Z,46.8683,-4.7867,1
Atlantic CPR,452SA-27,1997-09-11T09:47:00Z,1997-09-11T09:47:00Z,47.1833,-4.945,1
Atlantic CPR,452SA-25,1997-09-11T11:10:00Z,1997-09-11T11:10:00Z,47.4983,-5.105,1
Atlantic CPR,452SA-23,1997-09-11T12:34:00Z,1997-09-11T12:34:00Z,47.8133,-5.2667,1
Atlantic CPR,452SA-21,1997-09-11T13:57:00Z,1997-09-11T13:57:00Z,48.1283,-5.4283,1
Atlantic CPR,452SA-19,1997-09-11T15:23:00Z,1997-09-11T15:23:00Z,48.435,-5.345,1
Atlantic CPR,452SA-17,1997-09-11T16:47:00Z,1997-09-11T16:47:00Z,48.6733,-5.0017,1
Atlantic CPR,452SA-15,1997-09-11T18:08:00Z,1997-09-11T18:08:00Z,48.8917,-4.6217,1
Atlantic CPR,452SA-13,1997-09-11T19:29:00Z,1997-09-11T19:29:00Z,49.1117,-4.24,1
Atlantic CPR,452SA-11,1997-09-11T20:52:00Z,1997-09-11T20:52:00Z,49.33,-3.8567,2
Atlantic CPR,452SA-9,1997-09-11T22:13:00Z,1997-09-11T22:13:00Z,49.55,-3.4717,6.5
Atlantic CPR,452SA-7,1997-09-11T23:36:00Z,1997-09-11T23:36:00Z,49.7683,-3.085,2
Atlantic CPR,452SA-5,1997-09-12T00:53:00Z,1997-09-12T00:53:00Z,49.9,-2.6183,2
Atlantic CPR,452SA-3,1997-09-12T02:11:00Z,1997-09-12T02:11:00Z,50.0933,-2.2267,1
Atlantic CPR,452SA-1,1997-09-12T03:30:00Z,1997-09-12T03:30:00Z,50.365,-1.9283,1
Atlantic CPR,206EB-43,1997-09-13T19:08:00Z,1997-09-13T19:08:00Z,39.1717,-71.275,1
Atlantic CPR,206EB-41,1997-09-13T20:37:00Z,1997-09-13T20:37:00Z,39.3467,-70.9117,2
Atlantic CPR,206EB-39,1997-09-13T22:07:00Z,1997-09-13T22:07:00Z,39.5217,-70.545,2
Atlantic CPR,206EB-37,1997-09-13T23:36:00Z,1997-09-13T23:36:00Z,39.6967,-70.1783,0
Atlantic CPR,206EB-35,1997-09-14T01:06:00Z,1997-09-14T01:06:00Z,39.8717,-69.8117,0
Atlantic CPR,206EB-11,1997-09-14T18:59:00Z,1997-09-14T18:59:00Z,41.975,-65.325,0
Atlantic CPR,206EB-9,1997-09-14T20:28:00Z,1997-09-14T20:28:00Z,42.15,-64.9433,0
Atlantic CPR,206EB-7,1997-09-14T21:58:00Z,1997-09-14T21:58:00Z,42.325,-64.5617,0
Atlantic CPR,206EB-5,1997-09-14T23:27:00Z,1997-09-14T23:27:00Z,42.5,-64.18,0
Atlantic CPR,206EB-3,1997-09-15T00:57:00Z,1997-09-15T00:57:00Z,42.6767,-63.7967,2
Atlantic CPR,206EB-1,1997-09-15T02:26:00Z,1997-09-15T02:26:00Z,42.8517,-63.4117,0
Atlantic CPR,206EA-45,1997-09-15T03:40:00Z,1997-09-15T03:40:00Z,43.0033,-63.095,1
Atlantic CPR,206EA-43,1997-09-15T05:07:00Z,1997-09-15T05:07:00Z,43.18,-62.7083,1
Atlantic CPR,206EA-41,1997-09-15T06:34:00Z,1997-09-15T06:34:00Z,43.355,-62.3217,1
Atlantic CPR,206EA-39,1997-09-15T08:01:00Z,1997-09-15T08:01:00Z,43.53,-61.9317,1
Atlantic CPR,206EA-37,1997-09-15T09:28:00Z,1997-09-15T09:28:00Z,43.7067,-61.5417,1
Atlantic CPR,206EA-35,1997-09-15T10:54:00Z,1997-09-15T10:54:00Z,43.8817,-61.1517,1
Atlantic CPR,206EA-33,1997-09-15T12:22:00Z,1997-09-15T12:22:00Z,44.0567,-60.7583,2
Atlantic CPR,206EA-31,1997-09-15T13:48:00Z,1997-09-15T13:48:00Z,44.2333,-60.365,0
Atlantic CPR,206EA-29,1997-09-15T15:15:00Z,1997-09-15T15:15:00Z,44.4083,-59.97,0
Atlantic CPR,206EA-27,1997-09-15T16:42:00Z,1997-09-15T16:42:00Z,44.5833,-59.575,0
Atlantic CPR,206EA-25,1997-09-15T18:08:00Z,1997-09-15T18:08:00Z,44.76,-59.1783,0
Atlantic CPR,402R--1,1997-09-15T18:58:00Z,1997-09-15T18:58:00Z,52.045,1.8283,1
Atlantic CPR,206EA-23,1997-09-15T19:36:00Z,1997-09-15T19:36:00Z,44.935,-58.78,0
Atlantic CPR,402R--2,1997-09-15T19:51:00Z,1997-09-15T19:51:00Z,52.0617,2.0983,2
Atlantic CPR,402R--3,1997-09-15T20:43:00Z,1997-09-15T20:43:00Z,52.0767,2.3667,2
Atlantic CPR,206EA-21,1997-09-15T21:02:00Z,1997-09-15T21:02:00Z,45.11,-58.38,0
Atlantic CPR,402R--4,1997-09-15T21:35:00Z,1997-09-15T21:35:00Z,52.0933,2.635,2
Atlantic CPR,402R--5,1997-09-15T22:27:00Z,1997-09-15T22:27:00Z,52.1083,2.905,2
Atlantic CPR,206EA-19,1997-09-15T22:29:00Z,1997-09-15T22:29:00Z,45.2867,-57.9783,0
Atlantic CPR,402R--6,1997-09-15T23:20:00Z,1997-09-15T23:20:00Z,52.125,3.175,2
Atlantic CPR,206EA-17,1997-09-15T23:56:00Z,1997-09-15T23:56:00Z,45.4617,-57.5767,0
Atlantic CPR,402R--7,1997-09-16T00:12:00Z,1997-09-16T00:12:00Z,52.14,3.445,2
Atlantic CPR,402R--8,1997-09-16T01:04:00Z,1997-09-16T01:04:00Z,52.1567,3.715,2
Atlantic CPR,206EA-15,1997-09-16T01:23:00Z,1997-09-16T01:23:00Z,45.6367,-57.1733,0
Atlantic CPR,206EA-13,1997-09-16T02:50:00Z,1997-09-16T02:50:00Z,45.8133,-56.77,1
Atlantic CPR,206EA-11,1997-09-16T04:16:00Z,1997-09-16T04:16:00Z,45.9883,-56.3633,0
Atlantic CPR,206EA-9,1997-09-16T05:43:00Z,1997-09-16T05:43:00Z,46.165,-55.9567,0
Atlantic CPR,206EA-7,1997-09-16T07:10:00Z,1997-09-16T07:10:00Z,46.34,-55.5483,1
Atlantic CPR,206EA-5,1997-09-16T08:37:00Z,1997-09-16T08:37:00Z,46.515,-55.1383,1
Atlantic CPR,206EA-3,1997-09-16T10:03:00Z,1997-09-16T10:03:00Z,46.6917,-54.7267,0
Atlantic CPR,206EA-1,1997-09-16T11:28:00Z,1997-09-16T11:28:00Z,46.9483,-54.425,0
Atlantic CPR,407LR-21,1997-09-17T19:25:00Z,1997-09-17T19:25:00Z,53.865,0.105,1
Atlantic CPR,407LR-19,1997-09-17T20:50:00Z,1997-09-17T20:50:00Z,54.185,-0.05,1
Atlantic CPR,407LR-17,1997-09-17T22:19:00Z,1997-09-17T22:19:00Z,54.4967,-0.2533,6.5
Atlantic CPR,407LR-15,1997-09-17T23:48:00Z,1997-09-17T23:48:00Z,54.8083,-0.4567,2
Atlantic CPR,407LR-13,1997-09-18T01:17:00Z,1997-09-18T01:17:00Z,55.12,-0.6617,1
Atlantic CPR,407LR-11,1997-09-18T02:47:00Z,1997-09-18T02:47:00Z,55.4317,-0.8683,1
Atlantic CPR,407LR-9,1997-09-18T04:16:00Z,1997-09-18T04:16:00Z,55.7433,-1.0767,1
Atlantic CPR,407LR-7,1997-09-18T05:46:00Z,1997-09-18T05:46:00Z,56.055,-1.2883,1
Atlantic CPR,417ZC-47,1997-09-18T06:27:00Z,1997-09-18T06:27:00Z,46.7917,-52.8317,1
Atlantic CPR,407LR-5,1997-09-18T07:15:00Z,1997-09-18T07:15:00Z,56.3667,-1.5,1
Atlantic CPR,417ZC-45,1997-09-18T08:06:00Z,1997-09-18T08:06:00Z,47.0267,-52.4867,0
Atlantic CPR,407LR-3,1997-09-18T08:44:00Z,1997-09-18T08:44:00Z,56.6783,-1.7133,1
Atlantic CPR,417ZC-43,1997-09-18T09:46:00Z,1997-09-18T09:46:00Z,47.26,-52.1383,1
Atlantic CPR,407LR-1,1997-09-18T10:13:00Z,1997-09-18T10:13:00Z,56.99,-1.9283,1
Atlantic CPR,417ZC-41,1997-09-18T11:25:00Z,1997-09-18T11:25:00Z,47.495,-51.79,1
Atlantic CPR,417ZC-39,1997-09-18T13:04:00Z,1997-09-18T13:04:00Z,47.7283,-51.4383,0
Atlantic CPR,417ZC-37,1997-09-18T14:44:00Z,1997-09-18T14:44:00Z,47.9633,-51.0867,0
Atlantic CPR,417ZC-35,1997-09-18T16:23:00Z,1997-09-18T16:23:00Z,48.1967,-50.7317,0
Atlantic CPR,417ZC-33,1997-09-18T18:02:00Z,1997-09-18T18:02:00Z,48.4317,-50.3767,0
Atlantic CPR,417ZC-31,1997-09-18T19:42:00Z,1997-09-18T19:42:00Z,48.665,-50.0183,0
Atlantic CPR,226M--1,1997-09-18T21:00:00Z,1997-09-18T21:00:00Z,57.2017,-1.8067,1
Atlantic CPR,417ZC-29,1997-09-18T21:21:00Z,1997-09-18T21:21:00Z,48.9,-49.66,0
Atlantic CPR,226M--3,1997-09-18T22:40:00Z,1997-09-18T22:40:00Z,57.3333,-1.24,1
Atlantic CPR,417ZC-27,1997-09-18T23:01:00Z,1997-09-18T23:01:00Z,49.1333,-49.3,0
Atlantic CPR,226M--5,1997-09-19T00:22:00Z,1997-09-19T00:22:00Z,57.4633,-0.6717,1
Atlantic CPR,417ZC-25,1997-09-19T00:40:00Z,1997-09-19T00:40:00Z,49.3683,-48.9367,0
Atlantic CPR,226M--7,1997-09-19T02:03:00Z,1997-09-19T02:03:00Z,57.5933,-0.1017,1
Atlantic CPR,417ZC-23,1997-09-19T02:19:00Z,1997-09-19T02:19:00Z,49.6017,-48.5733,0
Atlantic CPR,226M--9,1997-09-19T03:45:00Z,1997-09-19T03:45:00Z,57.7233,0.47,1
Atlantic CPR,417ZC-21,1997-09-19T03:58:00Z,1997-09-19T03:58:00Z,49.8367,-48.2067,0
Atlantic CPR,226M--11,1997-09-19T05:25:00Z,1997-09-19T05:25:00Z,57.855,1.045,1
Atlantic CPR,417ZC-19,1997-09-19T05:38:00Z,1997-09-19T05:38:00Z,50.07,-47.84,0
Atlantic CPR,226M--13,1997-09-19T07:06:00Z,1997-09-19T07:06:00Z,57.985,1.6217,1
Atlantic CPR,417ZC-17,1997-09-19T07:17:00Z,1997-09-19T07:17:00Z,50.305,-47.47,0
Atlantic CPR,226M--15,1997-09-19T08:48:00Z,1997-09-19T08:48:00Z,58.115,2.2,2
Atlantic CPR,417ZC-15,1997-09-19T08:57:00Z,1997-09-19T08:57:00Z,50.5383,-47.0983,0
Atlantic CPR,226M--17,1997-09-19T10:28:00Z,1997-09-19T10:28:00Z,58.245,2.78,1
Atlantic CPR,610V--1,1997-09-19T10:34:00Z,1997-09-19T10:34:00Z,59.2117,-4.5767,1
Atlantic CPR,417ZC-13,1997-09-19T10:36:00Z,1997-09-19T10:36:00Z,50.7733,-46.725,0
Atlantic CPR,610V--3,1997-09-19T12:08:00Z,1997-09-19T12:08:00Z,59.375,-5.1433,1
Atlantic CPR,226M--19,1997-09-19T12:09:00Z,1997-09-19T12:09:00Z,58.3767,3.3633,2
Atlantic CPR,417ZC-11,1997-09-19T12:15:00Z,1997-09-19T12:15:00Z,51.0067,-46.35,0
Atlantic CPR,610V--5,1997-09-19T13:41:00Z,1997-09-19T13:41:00Z,59.54,-5.7133,1
Atlantic CPR,226M--21,1997-09-19T13:50:00Z,1997-09-19T13:50:00Z,58.5067,3.9483,2
Atlantic CPR,417ZC-9,1997-09-19T13:54:00Z,1997-09-19T13:54:00Z,51.2417,-45.9733,0
Atlantic CPR,610V--7,1997-09-19T15:15:00Z,1997-09-19T15:15:00Z,59.7033,-6.285,1
Atlantic CPR,226M--23,1997-09-19T15:30:00Z,1997-09-19T15:30:00Z,58.6367,4.5367,1
Atlantic CPR,610V--9,1997-09-19T16:48:00Z,1997-09-19T16:48:00Z,59.8683,-6.8617,2
Atlantic CPR,226M--25,1997-09-19T17:12:00Z,1997-09-19T17:12:00Z,58.7667,5.125,6.5
Atlantic CPR,417ZC-5,1997-09-19T17:13:00Z,1997-09-19T17:13:00Z,51.71,-45.2133,0
Atlantic CPR,610V--11,1997-09-19T18:22:00Z,1997-09-19T18:22:00Z,60.0317,-7.44,1
Atlantic CPR,417ZC-3,1997-09-19T18:53:00Z,1997-09-19T18:53:00Z,51.9433,-44.83,0
Atlantic CPR,610V--13,1997-09-19T19:56:00Z,1997-09-19T19:56:00Z,60.1967,-8.02,2
Atlantic CPR,417ZC-1,1997-09-19T20:32:00Z,1997-09-19T20:32:00Z,52.1783,-44.445,0
Atlantic CPR,610V--15,1997-09-19T21:29:00Z,1997-09-19T21:29:00Z,60.36,-8.605,1
Atlantic CPR,417ZB-45,1997-09-19T21:57:00Z,1997-09-19T21:57:00Z,52.3917,-44.105,0
Atlantic CPR,610V--17,1997-09-19T23:02:00Z,1997-09-19T23:02:00Z,60.525,-9.1917,1
Atlantic CPR,417ZB-43,1997-09-19T23:32:00Z,1997-09-19T23:32:00Z,52.6367,-43.735,0
Atlantic CPR,610V--19,1997-09-20T00:36:00Z,1997-09-20T00:36:00Z,60.69,-9.7817,1
Atlantic CPR,417ZB-41,1997-09-20T01:08:00Z,1997-09-20T01:08:00Z,52.8833,-43.3633,0
Atlantic CPR,610V--21,1997-09-20T02:09:00Z,1997-09-20T02:09:00Z,60.8533,-10.375,2
Atlantic CPR,417ZB-39,1997-09-20T02:43:00Z,1997-09-20T02:43:00Z,53.1283,-42.99,0
Atlantic CPR,610V--23,1997-09-20T03:42:00Z,1997-09-20T03:42:00Z,61.0183,-10.97,1
Atlantic CPR,417ZB-37,1997-09-20T04:19:00Z,1997-09-20T04:19:00Z,53.3733,-42.6133,0
Atlantic CPR,610V--25,1997-09-20T05:17:00Z,1997-09-20T05:17:00Z,61.1817,-11.57,1
Atlantic CPR,417ZB-35,1997-09-20T05:55:00Z,1997-09-20T05:55:00Z,53.6183,-42.235,0
Atlantic CPR,610V--27,1997-09-20T06:50:00Z,1997-09-20T06:50:00Z,61.3467,-12.1717,1
Atlantic CPR,417ZB-33,1997-09-20T07:31:00Z,1997-09-20T07:31:00Z,53.865,-41.855,0
Atlantic CPR,610V--29,1997-09-20T08:24:00Z,1997-09-20T08:24:00Z,61.51,-12.7783,0
Atlantic CPR,417ZB-31,1997-09-20T09:06:00Z,1997-09-20T09:06:00Z,54.11,-41.4733,0
Atlantic CPR,610V--31,1997-09-20T09:57:00Z,1997-09-20T09:57:00Z,61.675,-13.3867,0
Atlantic CPR,417ZB-29,1997-09-20T10:42:00Z,1997-09-20T10:42:00Z,54.355,-41.0883,0
Atlantic CPR,610V--33,1997-09-20T11:30:00Z,1997-09-20T11:30:00Z,61.8383,-13.9983,0
Atlantic CPR,417ZB-27,1997-09-20T12:17:00Z,1997-09-20T12:17:00Z,54.6017,-40.7,0
Atlantic CPR,610V--35,1997-09-20T13:04:00Z,1997-09-20T13:04:00Z,62.0033,-14.6133,0
Atlantic CPR,417ZB-25,1997-09-20T13:54:00Z,1997-09-20T13:54:00Z,54.8467,-40.3117,0
Atlantic CPR,610V--37,1997-09-20T14:37:00Z,1997-09-20T14:37:00Z,62.1667,-15.2333,0
Atlantic CPR,417ZB-23,1997-09-20T15:29:00Z,1997-09-20T15:29:00Z,55.0917,-39.9183,0
Atlantic CPR,610V--39,1997-09-20T16:11:00Z,1997-09-20T16:11:00Z,62.3317,-15.855,0
Atlantic CPR,417ZB-21,1997-09-20T17:05:00Z,1997-09-20T17:05:00Z,55.3383,-39.525,0
Atlantic CPR,610V--41,1997-09-20T17:44:00Z,1997-09-20T17:44:00Z,62.4967,-16.48,0
Atlantic CPR,417ZB-19,1997-09-20T18:40:00Z,1997-09-20T18:40:00Z,55.5833,-39.1283,0
Atlantic CPR,610V--43,1997-09-20T19:18:00Z,1997-09-20T19:18:00Z,62.66,-17.1083,0
Atlantic CPR,417ZB-17,1997-09-20T20:16:00Z,1997-09-20T20:16:00Z,55.8283,-38.7283,0
Atlantic CPR,610V--45,1997-09-20T20:51:00Z,1997-09-20T20:51:00Z,62.825,-17.7417,0
Atlantic CPR,417ZB-15,1997-09-20T21:52:00Z,1997-09-20T21:52:00Z,56.075,-38.3267,0
Atlantic CPR,417ZB-13,1997-09-20T23:27:00Z,1997-09-20T23:27:00Z,56.32,-37.9217,0
Atlantic CPR,417ZB-11,1997-09-21T01:03:00Z,1997-09-21T01:03:00Z,56.565,-37.515,0
Atlantic CPR,417ZB-9,1997-09-21T02:39:00Z,1997-09-21T02:39:00Z,56.81,-37.105,0
Atlantic CPR,417ZB-7,1997-09-21T04:14:00Z,1997-09-21T04:14:00Z,57.0567,-36.6933,0
Atlantic CPR,417ZB-5,1997-09-21T05:50:00Z,1997-09-21T05:50:00Z,57.3017,-36.2783,0
Atlantic CPR,417ZB-3,1997-09-21T07:26:00Z,1997-09-21T07:26:00Z,57.5467,-35.86,0
Atlantic CPR,417ZB-1,1997-09-21T09:01:00Z,1997-09-21T09:01:00Z,57.7933,-35.44,0
Atlantic CPR,417Z--43,1997-09-21T09:23:00Z,1997-09-21T09:23:00Z,58.185,-34.75,0
Atlantic CPR,417Z--41,1997-09-21T10:51:00Z,1997-09-21T10:51:00Z,58.4233,-34.3067,0
Atlantic CPR,417Z--39,1997-09-21T12:19:00Z,1997-09-21T12:19:00Z,58.66,-33.86,0
Atlantic CPR,417Z--37,1997-09-21T13:48:00Z,1997-09-21T13:48:00Z,58.8983,-33.41,0
