order,family,scientificName,aphiaID,TG_latest,References
Cyclopoida,Corycaeidae,Agetus limbatus,128796,carnivore,"(Benedetti et al., 2022) (Campbell et al., 2021)"
Cyclopoida,Corycaeidae,Agetus typicus,128797,carnivore,"(Benedetti et al., 2022) (Campbell et al., 2021)"
Cyclopoida,Sapphirinidae,Copilia hendorffi,346293,carnivore,"Inherited from genus level; contradicts (Campbell et al., 2021)"
Cyclopoida,Sapphirinidae,Copilia lata,129036,carnivore,"(Benedetti et al., 2022); contradicts (Campbell et al., 2021)"
Cyclopoida,Sapphirinidae,Copilia mirabilis,129038,carnivore,"(Benedetti et al., 2022) (Pata & Hunt, 2025); contradicts (Campbell et al., 2021)"
Cyclopoida,Sapphirinidae,Copilia quadrata,129039,carnivore,"(Benedetti et al., 2022) (Pata & Hunt, 2025); contradicts (Campbell et al., 2021)"
Cyclopoida,Corycaeidae,Corycaeus clausi,128798,carnivore,"(Richardson et al., 2006) (Benedetti et al., 2016) (Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Corycaeus crassiusculus,128799,carnivore,"(Richardson et al., 2006) (Benedetti et al., 2016) (Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Corycaeus speciosus,128800,carnivore,"(Richardson et al., 2006) (Benedetti et al., 2016) (Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Corycaeus vitreus,346298,carnivore,"(Richardson et al., 2006) (Benedetti et al., 2016) (Benedetti et al., 2022)"
Cyclopoida,Oithonidae,Dioithona oculata,346358,omnivore,"(Benedetti et al., 2022)"
Cyclopoida,Oithonidae,Dioithona rigida,346360,omnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Ditrichocorycaeus andrewsi,128804,carnivore,Inherited from genus level
Cyclopoida,Corycaeidae,Ditrichocorycaeus anglicus,128805,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Ditrichocorycaeus asiaticus,358328,carnivore,Inherited from genus level
Cyclopoida,Corycaeidae,Ditrichocorycaeus aucklandicus,764978,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Ditrichocorycaeus dahli,764980,carnivore,Inherited from genus level
Cyclopoida,Corycaeidae,Ditrichocorycaeus erythraeus,764981,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Ditrichocorycaeus lubbocki,128807,carnivore,"(Benedetti et al., 2016)"
Cyclopoida,Corycaeidae,Ditrichocorycaeus minimus,128808,carnivore,Inherited from genus level
Cyclopoida,Corycaeidae,Ditrichocorycaeus subtilis,128809,carnivore,Inherited from genus level
Cyclopoida,Corycaeidae,Ditrichocorycaeus tenuis,128810,carnivore,Inherited from genus level
Cyclopoida,Corycaeidae,Farranula carinata,128811,carnivore,"(Benedetti et al., 2016) (Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Farranula concinna,346476,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Farranula curta,128812,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Farranula gibbula,346477,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Farranula gracilis,128813,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Farranula rostrata,128814,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Lubbockiidae,Lubbockia aculeata,128893,carnivore,"(Benedetti et al., 2016)"
Cyclopoida,Lubbockiidae,Lubbockia squillimana,128894,carnivore,"(Benedetti et al., 2016)"
Cyclopoida,Ergasilida,Monocorycaeus robustus,128815,carnivore,"(Campbell et al., 2021)"
Cyclopoida,Corycaeidae,Agetus,128633,carnivore,"(Benedetti et al., 2022) (Campbell et al., 2021)"
Cyclopoida,Sapphirinidae,Copilia,128721,carnivore,"(Benedetti et al., 2022); contradicts (Campbell et al., 2021)"
Cyclopoida,Corycaeidae,Corycaeus,128634,carnivore,"(Richardson et al., 2006) (Benedetti et al., 2016) (Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Ditrichocorycaeus,128635,carnivore,"(Benedetti et al., 2022) *"
Cyclopoida,Corycaeidae,Farranula,128636,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Lubbockiidae,Lubbockia,128672,carnivore,"(Benedetti et al., 2016)"
Cyclopoida,Corycaeidae,Corycaeidae,128569,carnivore,"(Benedetti et al., 2022) *"
Cyclopoida,Oithonidae,Oithona,106485,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oncaeidae,Oncaea,128690,carnivore,"(Go et al., 1998) Considerable predation on chaetognaths, appendicularians and salps"
Cyclopoida,Corycaeidae,Onychocorycaeus,128638,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Sapphirinidae,Sapphirina,128722,carnivore,"(Benedetti et al., 2016) (Benedetti et al., 2022) (Pata & Hunt, 2025)"
Cyclopoida,Oncaeidae,Triconia,128691,omnivore,"(Benedetti et al., 2022) (Campbell et al., 2021)"
Cyclopoida,Corycaeidae,Urocorycaeus,128639,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Oithonidae,Oithona atlantica,106642,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona attenuata,220944,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona brevicornis brevicornis,367245,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona decipiens,106644,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona frigida,344712,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona longispina,106649,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona nana,106651,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona plumifera,106652,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona setigera setigera,734517,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona similis,106656,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona simplex simplex,734518,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oithonidae,Oithona tenuis,106658,omnivore,"(Richardson et al., 2006)"
Cyclopoida,Oncaeidae,Oncaea atlantica,128926,carnivore,"(Go et al., 1998)"
Cyclopoida,Oncaeidae,Oncaea clevei,354022,carnivore,"(Go et al., 1998)"
Cyclopoida,Oncaeidae,Oncaea curvata,344719,carnivore,"(Go et al., 1998)"
Cyclopoida,Oncaeidae,Oncaea media,128938,carnivore,"(Go et al., 1998)"
Cyclopoida,Oncaeidae,Oncaea mediterranea,128939,carnivore,"(Go et al., 1998)"
Cyclopoida,Oncaeidae,Oncaea paraclevei,361875,carnivore,"(Go et al., 1998)"
Cyclopoida,Oncaeidae,Oncaea scottodicarloi,128950,carnivore,"(Go et al., 1998)"
Cyclopoida,Oncaeidae,Oncaea venusta,128954,carnivore,"(Go et al., 1998; 10.1016/S0924-7963(97)00038-9) - contrasts to (Benedetti et al., 2022) Detritivore"
Cyclopoida,Oncaeidae,Oncaea venusta typica,363803,carnivore,"(Go et al., 1998)"
Cyclopoida,Oncaeidae,Oncaea waldemari,360846,carnivore,"(Go et al., 1998)"
Cyclopoida,Oncaeidae,Oncaea zernovi,128955,carnivore,"(Go et al., 1998)"
Cyclopoida,Corycaeidae,Onychocorycaeus agilis,359743,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Onychocorycaeus catus,128816,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Onychocorycaeus giesbrechti,128817,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Onychocorycaeus latus,128818,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Onychocorycaeus ovalis,128819,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Onychocorycaeus pacificus,359744,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Onychocorycaeus pumilus,128820,carnivore,Inherited from genus level
Cyclopoida,Lubbockiidae,Pseudolubbockia dilatata,128895,carnivore,Inherited from family level
Cyclopoida,Sapphirinidae,Sapphirina angusta,129041,carnivore,"(Benedetti et al., 2022) (Pata & Hunt, 2025) *"
Cyclopoida,Sapphirinidae,Sapphirina metallina,129052,carnivore,"(Benedetti et al., 2016) (Benedetti et al., 2022) (Pata & Hunt, 2025)"
Cyclopoida,Sapphirinidae,Sapphirina nigromaculata,129053,carnivore,"(Benedetti et al., 2016) (Benedetti et al., 2022) (Pata & Hunt, 2025)"
Cyclopoida,Sapphirinidae,Sapphirina opalina,129054,carnivore,"(Benedetti et al., 2016) (Benedetti et al., 2022) (Pata & Hunt, 2025)"
Cyclopoida,Sapphirinidae,Sapphirina scarlata,129058,carnivore,"(Benedetti et al., 2016) (Benedetti et al., 2022) (Pata & Hunt, 2025)"
Cyclopoida,Sapphirinidae,Sapphirina stellata,129060,carnivore,"(Benedetti et al., 2016) (Benedetti et al., 2022) (Pata & Hunt, 2025)"
Cyclopoida,Oncaeidae,Triconia antarctica,345368,omnivore,"(Benedetti et al., 2022) (Pata & Hunt, 2025)"
Cyclopoida,Oncaeidae,Triconia conifera,128957,omnivore,"(Benedetti et al., 2022) (Campbell et al., 2021)"
Cyclopoida,Corycaeidae,Urocorycaeus furcifer,128821,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Urocorycaeus lautus,128822,carnivore,"(Benedetti et al., 2022)"
Cyclopoida,Corycaeidae,Urocorycaeus longistylis,765217,carnivore,"(Benedetti et al., 2022)"
Decapoda,Luciferidae,Belzebub penicillifer,883869,carnivore,Inherited from the genus level
Decapoda,Luciferidae,Lucifer typus,107122,carnivore,Inherited from the genus level
Decapoda,Munididae,Munida gregaria,392346,carnivore,Pérez-Barros et al. (2010; https://www.redalyc.org/pdf/479/47919217011.pdf)
Decapoda,Luciferidae,Belzebub spp.,883864,omnivore,Sathishkumar et al (2024; 10.1111/maec.12849) - Opportunistic feeder
Decapoda,Luciferidae,Lucifer,106827,carnivore,Vega-Pérez et al (1996; 10.1590/S1413-77391996000100001 )
Decapoda,Sergestidae,Sergestidae,106731,carnivore,"(Richardson et al., 2006)"
Decapoda,Porcellanidae,Porcellanidae,106734,omnivore,NA
Decapoda,Palinuridae,Panulirus,107060,carnivore,"Derived at genus level from Panulirus cygnus (Saunders et al., 2012; 10.1371/journal.pone.0036580)"
Doliolida,Doliolidae,Doliolum,137222,filter-feeder,Thaliacean
Doliolida,Doliolidae,Doliolidae,137215,filter-feeder,Thaliacean
Euphausiacea,Euphausiidae,Euphausia crystallorophias,236216,omnivore,"(Ko et al., 2016; 10.1016/j.dsr2.2015.04.023)"
Euphausiacea,Euphasiidae,Euphausia frigida,236218,omnivore,Inherited from genus level (Opportunistic feeder)
Euphausiacea,Euphasiidae,Euphausia hanseni,110685,omnivore,"(Pillar et al., 1992; 10.2989/02577619209504714)"
Euphausiacea,Euphasiidae,Euphausia longirostris,221053,omnivore,Inherited from genus level (Opportunistic feeder)
Euphausiacea,Euphausiidae,Euphausia lucens,221055,omnivore,"(Pillar et al., 1992)"
Euphausiacea,Euphausiidae,Euphausia recurva,221047,omnivore,"(Suh & Choi, 1998); contradicts (Berkes et al., 1975) (Pata & Hunt, 2025)"
Euphausiacea,Euphasiidae,Euphausia similis,221048,omnivore,"(Suh & Choi, 1998; 10.1023/A:1003435622123)"
Euphausiacea,Euphasiidae,Euphausia spinifera,221051,omnivore,Inherited from genus level (Opportunistic feeder)
Euphausiacea,Euphausiidae,Euphausia superba,236217,omnivore,Boyd et al (1988; https://www.jstor.org/stable/27920092)
Euphausiacea,Euphausiidae,Euphausia triacantha,236220,omnivore,Inherited from genus level (Opportunistic feeder)
Euphausiacea,Euphausiidae,Euphausia vallentini,221054,omnivore,"(Berkes et al., 1975)"
Euphausiacea,Euphasiidae,Hansarsia megalops,1649789,omnivore,Inherited from family level (Opportunistic feeder)
Euphausiacea,Euphausiidae,Euphausia,110673,omnivore,"Highly flexible diet; Sogawa et al. (2017; 10.1093/jcbiol/ruw014) ; (Berkes et al., 1975; http://www.jstor.org/stable/20102261); Suh & Choi (1998; 10.1023/A:1003435622123)"
Euphausiacea,Euphausiidae,Nyctiphanes,110677,omnivore,Opportunistic feeder
Euphausiacea,Euphausiidae,Pseudeuphausia,205900,omnivore,"(Berkes et al., 1975)"
Euphausiacea,Euphausiidae,Stylocheiron,110678,carnivore,"(Pata & Hunt, 2025)"
Euphausiacea,Euphausiidae,Thysanoessa,110679,omnivore,Inherited from genus level
Euphausiacea,Euphasiidae,Hansarsia,1649781,omnivore,"(Pillar et al., 1992) Opportunistic feeder"
Euphausiacea,Euphausiidae,Nematoscelis megalops,110695,omnivore,"(Pillar et al., 1992)"
Euphausiacea,Euphausiidae,Nyctiphanes australis,237863,omnivore,[UTAS-IMAS; https://www.imas.utas.edu.au/zooplankton/image-key/malacostraca/euphausiacea/nyctiphanes-australis] Opportunistic feeder; feeds on mix of phyto & zoop
Euphausiacea,Euphausiidae,Stylocheiron longicorne,110703,carnivore,Inherited from genus level
Euphausiacea,Euphausiidae,Thysanoessa gregaria,110707,omnivore,"(Pata & Hunt, 2025)"
Euphausiacea,Euphausiidae,Thysanoessa macrura,236219,omnivore,"(Berkes et al., 1975)"
Halocyprida,Halocyprididae,Conchoecia,127533,omnivore,"(Pata & Hunt, 2025)"
Harpacticoida,Peltidiidae,Clytemnestra farrani,346283,omnivore,"(Campbell et al., 2021)"
Harpacticoida,Peltidiidae,Clytemnestra longipes,346286,omnivore,"(Campbell et al., 2021)"
Harpacticoida,Peltidiidae,Clytemnestra scutellata,115805,omnivore,"(Campbell et al., 2021)"
Harpacticoida,Tachidiidae,Euterpina acutifrons,116162,omnivore,"(Benedetti et al., 2022) (Pata & Hunt, 2025) (Campbell et al., 2021)"
Harpacticoida,Miraciidae,Macrosetella gracilis,116382,omnivore,"(Benedetti et al., 2022) (Campbell et al., 2021) (Pata & Hunt, 2025)"
Harpacticoida,Ectinosomatidae,Microsetella norvegica,116115,omnivore,"(Benedetti et al., 2022) (Campbell et al., 2021) (Pata & Hunt, 2025)"
Harpacticoida,Ectinosomatidae,Microsetella rosea,116116,omnivore,"(Benedetti et al., 2022) (Campbell et al., 2021) (Pata & Hunt, 2025)"
Harpacticoida,Peltidiidae,Clytemnestra,115273,omnivore,"(Campbell et al., 2021)"
Harpacticoida,Miraciidae,Macrosetella,115408,omnivore,"(Benedetti et al., 2022) (Campbell et al., 2021)"
Harpacticoida,Ectinosomatidae,Microsetella,115341,omnivore,"(Benedetti et al., 2022) (Campbell et al., 2021)"
Harpacticoida,NA,Harpacticoida,1102,omnivore,Mascart et al. (2014; conference paper)
Isopoda,Cirolanidae,Metacirolana spp.,118403,carnivore,"(Poore & Bruce, 2012; 10.1371/journal.pone.0043529)"
Limnomedusae,Geryoniidae,Liriope tetraphylla,117568,carnivore,"(Pata & Hunt, 2025)"
Littorinimorpha,Atlantidae,Atlanta,137687,omnivore,"Inherited from order level; (Kim & DeWreede, 1996; 10.1515_botm.1996.39.1-6.561) - Littorinid snails are primarily herbivorous"
Littorinimorpha,Carinariidae,Carinaria,137746,omnivore,"Inherited from order level; (Kim & DeWreede, 1996)"
Littorinimorpha,Velutinidae,Echinospira,558776,omnivore,"Inherited from order level; (Kim & DeWreede, 1996)"
Littorinimorpha,Pterotracheidae,Firoloida,138008,omnivore,"Inherited from order level; (Kim & DeWreede, 1996)"
Littorinimorpha,Atlantidae,Atlantidae,22990,omnivore,"Inherited from order level; (Kim & DeWreede, 1996)"
Littorinimorpha,NA,Pterotracheoidea,387338,omnivore,"Inherited from order level; (Kim & DeWreede, 1996)"
Littorinimorpha,Pterotracheidae,Pterotracheidae,225072,omnivore,"Inherited from order level; (Kim & DeWreede, 1996)"
Littorinimorpha,NA,Tonnoidea,14777,omnivore,"Inherited from order level; (Kim & DeWreede, 1996)"
Littorinimorpha,Pterotracheidae,Pterotrachea,138009,omnivore,"Inherited from order level; (Kim & DeWreede, 1996)"
Littorinimorpha,Atlantidae,Oxygyrus ,137688,omnivore,"(Kim & DeWreede, 1996)"
Mysida,NA,Mysida,149668,carnivore,"(Richardson et al., 2006)"
Mysida,Mysidae,Mysidae,119822,carnivore,"(Richardson et al., 2006)"
NA,NA,Appendicularia,146421,filter-feeder,Appendicularian
NA,NA,Bivalvia,105,omnivore,Cranford et al. (2011; 10.1002/9780470960967.ch4) ; Jørgensen (1996; 10.3354/meps142287)
NA,NA,Cephalopoda,11707,carnivore,"(Dill-Okubo et al., 2021) - all cephalopods are carnivores"
NA,NA,Larvacea,17446,filter-feeder,Appendicularian
NA,NA,Chaetognatha,2081,carnivore,"(Richardson et al., 2006)"
NA,NA,Cnidaria,1267,carnivore,"Given surface sampling of CPR and carnivory by pelagic cnidarians, carnivory is attributed (Morejón-Arrojo et al., 2025). Nonetheless, benthic cnidarians have been recorded (Gregorin et al., 2024)."
NA,NA,Medusozoa,1740301,carnivore,Inherited for cnidarians.
NA,Phoronidae,Phoronidae,148378,omnivore,"Filter-feeding food particles by free-swimming actinotroch larvae (Riisgård, 2002)"
NA,NA,Ctenophora,1248,carnivore,Irvine et al (2025; 10.1016/j.cub.2025.04.029)
NA,NA,Tunicata,146420,filter-feeder,NA
NA,NA,Ostracoda,1078,carnivore,Wilkinson et al. (2007). Ostracod carnivory through time. Modern ostracods
NA,NA,Cirripedia,1082,omnivore,Turner et al. (2001) - preference for diatoms
NA,NA,Thaliacea,22626,filter-feeder,NA
Onychopoda,Podonidae,Evadne nordmanni,106273,omnivore,"(Kim et al., 1989)"
Onychopoda,Podonidae,Evadne spinifera,106274,omnivore,Inherited from genus level
Onychopoda,Podonidae,Evadne,106267,omnivore,"(Kim et al., 1989) - Kim et al. (1989; 10.1007/BF00391145) - diet composed of diatoms and dinoflagellates"
Onychopoda,Podonidae,Podon,106269,omnivore,"(Kim et al., 1989)"
Onychopoda,Podonidae,Pleopis polyphemoides,247981,omnivore,Inherited from family level
Onychopoda,Podonidae,Podon intermedius,106276,omnivore,Inherited from genus level
Onychopoda,Podonidae,Pseudevadne tergestina,106278,omnivore,Inherited from family level
Phlebobranchia,Ascidiidae,Ascidia,103483,filter-feeder,NA
Phragmophora,Eukrohniidae,Eukrohnia hamata,105416,carnivore,"(Richardson et al., 2006) (Pata & Hunt, 2025)"
Phyllodocida,Lopadorrhynchidae,Maupasia,129327,carnivore,Inherited from order level
Phyllodocida,Iospilidae,Iospilidae,155189,carnivore,Inherited from order level
Phyllodocida,Lopadorrhynchidae,Lopadorrhynchidae,933,carnivore,Inherited from order level
Phyllodocida,Phyllodocidae,Alciopini,932,carnivore,"(Pata & Hunt, 2025)"
Phyllodocida,Iospilidae,Phalacrophorus,206129,carnivore,NA
Phyllodocida,Tomopteridae,Tomopteris,129715,carnivore,"(Pata & Hunt, 2025)"
Phyllodocida,Typhloscolecidae,Travisiopsis,129721,carnivore,"(Pata & Hunt, 2025)"
Phyllodocida,Lopadorrhynchidae,Pelagobia longicirrata,130219,omnivore,"(Pata & Hunt, 2025)"
Phyllodocida,Iospilidae,Phalacrophorus pictus,209714,carnivore,"(Pata & Hunt, 2025)"
Phyllodocida,Tomopteridae,Tomopteris carpenteri,332607,carnivore,Inherited from order level
Phyllodocida,Typhloscolecidae,Travisiopsis levinseni,131580,carnivore,"(Pata & Hunt, 2025)"
Phyllodocida,Typhloscolecidae,Typhloscolex muelleri,131582,carnivore,"(Pata & Hunt, 2025)"
Phyllodocida,Phyllodocidae,Vanadis antarctica,335010,carnivore,Inherited from order level
Pteropoda,Cliidae,Clio pyramidata,139033,carnivore,Inherited from genus level; WoRMS: inherited from Euthecosomata
Pteropoda,Clionidae,Clione antarctica,714164,carnivore,"Predatory behavior (Yamazaki & Kuwahara, 2017; 10.1093/mollus/eyw032)"
Pteropoda,Clionidae,Clione limacina,139178,carnivore,"(Pata & Hunt, 2025) and Predatory behavior (Yamazaki & Kuwahara, 2017; 10.1093/mollus/eyw032)"
Pteropoda,Limacinidae,Limacina retroversa,140227,omnivore,"(Pasternak et al., 2017) (Pata & Hunt, 2025)"
Pteropoda,Cavoliniidae,Cavolinia,137750,omnivore,"Mucous web feeder (Gilmer & Harbison, 1986; 10.1007/bf00397570)"
Pteropoda,Cliidae,Clio,137751,carnivore,"(Pata & Hunt, 2025)"
Pteropoda,Clionidae,Clione,137793,carnivore,"Predatory behavior (Yamazaki & Kuwahara, 2017; 10.1093/mollus/eyw032)"
Pteropoda,Creseidae,Creseis,137752,omnivore,"(Pata & Hunt, 2025)"
Pteropoda,Cavoliniidae,Diacria,137755,omnivore,"Mucous web feeder (Gilmer & Harbison, 1986; 10.1007/bf00397570)"
Pteropoda,Limacinidae,Limacina,138122,omnivore,"(Pasternak et al., 2017; 10.1134/S000143701701012X)"
Pteropoda,NA,Euthecosomata,23020,omnivore,"(Koppelmann et al., 2013; 10.1017/S0025315413000052)"
Pteropoda,Cavoliniidae,Cavoliniidae,23000,omnivore,"Mucous web feeder (Gilmer & Harbison, 1986; 10.1007/bf00397570)"
Pteropoda,Peraclidae,Peracle,138327,omnivore,"Mucous web feeder (Gilmer & Harbison, 1986; 10.1007/bf00397570)"
Pteropoda,Clionidae,Clionidae,166,carnivore,Inherited from suborder level (WoRMS)
Pteropoda,Clionidae,Thliptodon ,137797,carnivore,WoRMS; Inherited from suborder level
Pteropoda,Notobranchaeidae,Notobranchaea ,138257,carnivore,WoRMS; Inherited from suborder level
Pteropoda,Pneumodermatidae,Pneumoderma ,138365,carnivore,WoRMS; Inherited from suborder level
Pteropoda,Pneumodermatidae,Pneumodermopsis ,138366,carnivore,WoRMS; Inherited from suborder level
Pteropoda,Clionidae,Paedoclione doliiformis,160435,carnivore,WoRMS; Inherited from suborder level
Pteropoda,Pneumodermatidae,Pneumodermopsis canephora,140824,carnivore,WoRMS; Inherited from suborder level
Pteropoda,Pneumodermatidae,Pneumodermopsis ciliata,140825,carnivore,WoRMS; Inherited from suborder level
Pteropoda,Pneumodermatidae,Pneumodermopsis paucidens,140826,carnivore,WoRMS; Inherited from suborder level
Pteropoda,Pneumodermatidae,Spongiobranchaea australis,533451,carnivore,"(Pata & Hunt, 2025)"
Pyrosomatida,Pyrosomatidae,Pyrosomatidae,137216,filter-feeder,NA
Pyrosomatida,Pyrosomatidae,Pyrosoma,137224,filter-feeder,NA
Salpida,Salpidae,Salpidae,137217,filter-feeder,NA
Salpida,Salpidae,Salpa,137233,filter-feeder,NA
Salpida,Salpidae,Thalia,137236,filter-feeder,NA
Salpida,Salpidae,Salpa fusiformis,137272,filter-feeder,NA
Salpida,Salpidae,Salpa thompsoni,266545,filter-feeder,NA
Salpida,Salpidae,Soestia zonaria,137275,filter-feeder,NA
Salpida,Salpidae,Thalia democratica,137279,filter-feeder,NA
Scalpellomorpha,Lepadidae,Lepas,106087,omnivore,"Opportunistic feeder at the sea surface (Goldstein & Goodwin, 2013)"
Siphonophorae,Diphyidae,Eudoxoides spiralis,135424,carnivore,"(Richardson et al., 2006)"
Siphonophorae,Diphyidae,Chelophyes,135360,carnivore,"(Richardson et al., 2006)"
Siphonophorae,Diphyidae,Eudoxoides,135364,carnivore,"(Richardson et al., 2006)"
Siphonophorae,Diphyidae,Lensia,135365,carnivore,"(Richardson et al., 2006)"
Siphonophorae,NA,Siphonophorae,1371,carnivore,"(Richardson et al., 2006)"
Siphonophorae,NA,Calycophorae,135333,carnivore,"(Richardson et al., 2006)"
Siphonophorae,Diphyidae,Diphyidae,135338,carnivore,"(Richardson et al., 2006)"
Siphonophorae,Abylidae,Abylidae,135336,carnivore,"(Richardson et al., 2006)"
Siphonophorae,NA,Physonectae,135335,carnivore,"(Richardson et al., 2006)"
Stomatopoda,NA,Stomatopoda,14355,carnivore,"Predatory marine crustacean (Dingle & Caldwell, 1978)"
Stomatopoda,Squillidae,Squillidae,136093,carnivore,"Predatory marine crustacean (Dingle & Caldwell, 1978)"
Stomatopoda,Squillidae ,Squilla sp.,136113,carnivore,"Predatory marine crustacean (Dingle & Caldwell, 1978)"
Teuthida,NA,Teuthida,11716,carnivore,"Predator with versatile diet (Coll et al., 2013)"
Trachymedusae,Rhopalonematidae,Aglaura hemistoma,117851,carnivore,"(Pata & Hunt, 2025)"
